ordinal,_key,_id,_from,_to,edge_family,edge_type,perspective,unique_id,references_table,references_column,weight,priority_weight,field_component,variable_name,origin,join_type
366,material_issue:part_id:structural:system:references:SYS_REF_MAT_PAR_001,manufacturing_graph_edge/material_issue:part_id:structural:system:references:SYS_REF_MAT_PAR_001,manufacturing_graph_node/material_issue:part_id:structural:system:none:none,manufacturing_graph_node/part:part_id:structural:system:none:none,structural,references,system,SYS_REF_MAT_PAR_001,part,part_id,,,,,fk_declared,
367,material_issue:wo_id:structural:system:references:SYS_REF_MAT_WOI_001,manufacturing_graph_edge/material_issue:wo_id:structural:system:references:SYS_REF_MAT_WOI_001,manufacturing_graph_node/material_issue:wo_id:structural:system:none:none,manufacturing_graph_node/work_order:wo_id:structural:system:none:none,structural,references,system,SYS_REF_MAT_WOI_001,work_order,wo_id,,,,,fk_declared,
368,operation:resource_id:structural:system:references:SYS_REF_OPE_RES_001,manufacturing_graph_edge/operation:resource_id:structural:system:references:SYS_REF_OPE_RES_001,manufacturing_graph_node/operation:resource_id:structural:system:none:none,manufacturing_graph_node/shop_resource:resource_id:structural:system:none:none,structural,references,system,SYS_REF_OPE_RES_001,shop_resource,resource_id,,,,,fk_declared,
369,operation:service_id:structural:system:references:SYS_REF_OPE_SER_001,manufacturing_graph_edge/operation:service_id:structural:system:references:SYS_REF_OPE_SER_001,manufacturing_graph_node/operation:service_id:structural:system:none:none,manufacturing_graph_node/service:service_id:structural:system:none:none,structural,references,system,SYS_REF_OPE_SER_001,service,service_id,,,,,fk_declared,
370,operation:vendor_id:structural:system:references:SYS_REF_OPE_VEN_001,manufacturing_graph_edge/operation:vendor_id:structural:system:references:SYS_REF_OPE_VEN_001,manufacturing_graph_node/operation:vendor_id:structural:system:none:none,manufacturing_graph_node/suppliers:supplier_id:structural:system:none:none,structural,references,system,SYS_REF_OPE_VEN_001,suppliers,supplier_id,,,,,fk_declared,
371,operation:wo_id:structural:system:references:SYS_REF_OPE_WOI_001,manufacturing_graph_edge/operation:wo_id:structural:system:references:SYS_REF_OPE_WOI_001,manufacturing_graph_node/operation:wo_id:structural:system:none:none,manufacturing_graph_node/work_order:wo_id:structural:system:none:none,structural,references,system,SYS_REF_OPE_WOI_001,work_order,wo_id,,,,,fk_declared,
372,part_location:part_id:structural:system:references:SYS_REF_PAR_PAR_001,manufacturing_graph_edge/part_location:part_id:structural:system:references:SYS_REF_PAR_PAR_001,manufacturing_graph_node/part_location:part_id:structural:system:none:none,manufacturing_graph_node/part:part_id:structural:system:none:none,structural,references,system,SYS_REF_PAR_PAR_001,part,part_id,,,,,fk_declared,
373,part_location:warehouse_id:structural:system:references:SYS_REF_PAR_WAR_001,manufacturing_graph_edge/part_location:warehouse_id:structural:system:references:SYS_REF_PAR_WAR_001,manufacturing_graph_node/part_location:warehouse_id:structural:system:none:none,manufacturing_graph_node/warehouse:warehouse_id:structural:system:none:none,structural,references,system,SYS_REF_PAR_WAR_001,warehouse,warehouse_id,,,,,fk_declared,
374,payable_line:invoice_id:structural:system:references:SYS_REF_PAY_INV_001,manufacturing_graph_edge/payable_line:invoice_id:structural:system:references:SYS_REF_PAY_INV_001,manufacturing_graph_node/payable_line:invoice_id:structural:system:none:none,manufacturing_graph_node/payables:invoice_id:structural:system:none:none,structural,references,system,SYS_REF_PAY_INV_001,payables,invoice_id,,,,,fk_declared,
375,payable_line:part_id:structural:system:references:SYS_REF_PAY_PAR_001,manufacturing_graph_edge/payable_line:part_id:structural:system:references:SYS_REF_PAY_PAR_001,manufacturing_graph_node/payable_line:part_id:structural:system:none:none,manufacturing_graph_node/part:part_id:structural:system:none:none,structural,references,system,SYS_REF_PAY_PAR_001,part,part_id,,,,,fk_declared,
376,payable_line:po_id:structural:system:references:SYS_REF_PAY_POI_001,manufacturing_graph_edge/payable_line:po_id:structural:system:references:SYS_REF_PAY_POI_001,manufacturing_graph_node/payable_line:po_id:structural:system:none:none,manufacturing_graph_node/purchase_order:po_id:structural:system:none:none,structural,references,system,SYS_REF_PAY_POI_001,purchase_order,po_id,,,,,fk_declared,
377,payable_line:po_line_id:structural:system:references:SYS_REF_PAY_POL_001,manufacturing_graph_edge/payable_line:po_line_id:structural:system:references:SYS_REF_PAY_POL_001,manufacturing_graph_node/payable_line:po_line_id:structural:system:none:none,manufacturing_graph_node/po_line:line_id:structural:system:none:none,structural,references,system,SYS_REF_PAY_POL_001,po_line,line_id,,,,,fk_declared,
378,payable_line:receipt_line_id:structural:system:references:SYS_REF_PAY_REC_001,manufacturing_graph_edge/payable_line:receipt_line_id:structural:system:references:SYS_REF_PAY_REC_001,manufacturing_graph_node/payable_line:receipt_line_id:structural:system:none:none,manufacturing_graph_node/receiving_line:receipt_line_id:structural:system:none:none,structural,references,system,SYS_REF_PAY_REC_001,receiving_line,receipt_line_id,,,,,fk_declared,
379,payables:po_id:structural:system:references:SYS_REF_PAY_POI_002,manufacturing_graph_edge/payables:po_id:structural:system:references:SYS_REF_PAY_POI_002,manufacturing_graph_node/payables:po_id:structural:system:none:none,manufacturing_graph_node/purchase_order:po_id:structural:system:none:none,structural,references,system,SYS_REF_PAY_POI_002,purchase_order,po_id,,,,,fk_declared,
380,payables:supplier_id:structural:system:references:SYS_REF_PAY_SUP_001,manufacturing_graph_edge/payables:supplier_id:structural:system:references:SYS_REF_PAY_SUP_001,manufacturing_graph_node/payables:supplier_id:structural:system:none:none,manufacturing_graph_node/suppliers:supplier_id:structural:system:none:none,structural,references,system,SYS_REF_PAY_SUP_001,suppliers,supplier_id,,,,,fk_declared,
381,po_line:line_id:structural:system:references:SYS_REF_POL_LIN_001,manufacturing_graph_edge/po_line:line_id:structural:system:references:SYS_REF_POL_LIN_001,manufacturing_graph_node/po_line:line_id:structural:system:none:none,manufacturing_graph_node/receiving_line:po_line_id:structural:system:none:none,structural,references,system,SYS_REF_POL_LIN_001,receiving_line,po_line_id,,,,,fk_declared,
382,po_line:part_id:structural:system:references:SYS_REF_POL_PAR_001,manufacturing_graph_edge/po_line:part_id:structural:system:references:SYS_REF_POL_PAR_001,manufacturing_graph_node/po_line:part_id:structural:system:none:none,manufacturing_graph_node/part:part_id:structural:system:none:none,structural,references,system,SYS_REF_POL_PAR_001,part,part_id,,,,,fk_declared,
383,po_line:po_id:structural:system:references:SYS_REF_POL_POI_001,manufacturing_graph_edge/po_line:po_id:structural:system:references:SYS_REF_POL_POI_001,manufacturing_graph_node/po_line:po_id:structural:system:none:none,manufacturing_graph_node/purchase_order:po_id:structural:system:none:none,structural,references,system,SYS_REF_POL_POI_001,purchase_order,po_id,,,,,fk_declared,
384,purchase_order:po_id:structural:system:references:SYS_REF_PUR_POI_001,manufacturing_graph_edge/purchase_order:po_id:structural:system:references:SYS_REF_PUR_POI_001,manufacturing_graph_node/purchase_order:po_id:structural:system:none:none,manufacturing_graph_node/receiving:po_id:structural:system:none:none,structural,references,system,SYS_REF_PUR_POI_001,receiving,po_id,,,,,fk_declared,
385,purchase_order:supplier_id:structural:system:references:SYS_REF_PUR_SUP_001,manufacturing_graph_edge/purchase_order:supplier_id:structural:system:references:SYS_REF_PUR_SUP_001,manufacturing_graph_node/purchase_order:supplier_id:structural:system:none:none,manufacturing_graph_node/suppliers:supplier_id:structural:system:none:none,structural,references,system,SYS_REF_PUR_SUP_001,suppliers,supplier_id,,,,,fk_declared,
386,purchase_order:wo_id:structural:system:references:SYS_REF_PUR_WOI_001,manufacturing_graph_edge/purchase_order:wo_id:structural:system:references:SYS_REF_PUR_WOI_001,manufacturing_graph_node/purchase_order:wo_id:structural:system:none:none,manufacturing_graph_node/work_order:wo_id:structural:system:none:none,structural,references,system,SYS_REF_PUR_WOI_001,work_order,wo_id,,,,,fk_declared,
387,receivable:order_id:structural:system:references:SYS_REF_REC_ORD_001,manufacturing_graph_edge/receivable:order_id:structural:system:references:SYS_REF_REC_ORD_001,manufacturing_graph_node/receivable:order_id:structural:system:none:none,manufacturing_graph_node/customer_order:order_id:structural:system:none:none,structural,references,system,SYS_REF_REC_ORD_001,customer_order,order_id,,,,,fk_declared,
388,receivable_line:invoice_id:structural:system:references:SYS_REF_REC_INV_001,manufacturing_graph_edge/receivable_line:invoice_id:structural:system:references:SYS_REF_REC_INV_001,manufacturing_graph_node/receivable_line:invoice_id:structural:system:none:none,manufacturing_graph_node/receivable:invoice_id:structural:system:none:none,structural,references,system,SYS_REF_REC_INV_001,receivable,invoice_id,,,,,fk_declared,
389,receivable_line:order_id:structural:system:references:SYS_REF_REC_ORD_002,manufacturing_graph_edge/receivable_line:order_id:structural:system:references:SYS_REF_REC_ORD_002,manufacturing_graph_node/receivable_line:order_id:structural:system:none:none,manufacturing_graph_node/customer_order:order_id:structural:system:none:none,structural,references,system,SYS_REF_REC_ORD_002,customer_order,order_id,,,,,fk_declared,
390,receivable_line:order_line_id:structural:system:references:SYS_REF_REC_ORD_003,manufacturing_graph_edge/receivable_line:order_line_id:structural:system:references:SYS_REF_REC_ORD_003,manufacturing_graph_node/receivable_line:order_line_id:structural:system:none:none,manufacturing_graph_node/customer_order_line:order_line_id:structural:system:none:none,structural,references,system,SYS_REF_REC_ORD_003,customer_order_line,order_line_id,,,,,fk_declared,
391,receivable_line:part_id:structural:system:references:SYS_REF_REC_PAR_001,manufacturing_graph_edge/receivable_line:part_id:structural:system:references:SYS_REF_REC_PAR_001,manufacturing_graph_node/receivable_line:part_id:structural:system:none:none,manufacturing_graph_node/part:part_id:structural:system:none:none,structural,references,system,SYS_REF_REC_PAR_001,part,part_id,,,,,fk_declared,
392,receivable_payment:invoice_id:structural:system:references:SYS_REF_REC_INV_002,manufacturing_graph_edge/receivable_payment:invoice_id:structural:system:references:SYS_REF_REC_INV_002,manufacturing_graph_node/receivable_payment:invoice_id:structural:system:none:none,manufacturing_graph_node/receivable:invoice_id:structural:system:none:none,structural,references,system,SYS_REF_REC_INV_002,receivable,invoice_id,,,,,fk_declared,
393,receivable_payment:source_event_id:structural:system:references:SYS_REF_REC_SOU_001,manufacturing_graph_edge/receivable_payment:source_event_id:structural:system:references:SYS_REF_REC_SOU_001,manufacturing_graph_node/receivable_payment:source_event_id:structural:system:none:none,manufacturing_graph_node/gl_events:event_id:structural:system:none:none,structural,references,system,SYS_REF_REC_SOU_001,gl_events,event_id,,,,,fk_declared,
394,receiving:part_id:structural:system:references:SYS_REF_REC_PAR_002,manufacturing_graph_edge/receiving:part_id:structural:system:references:SYS_REF_REC_PAR_002,manufacturing_graph_node/receiving:part_id:structural:system:none:none,manufacturing_graph_node/part:part_id:structural:system:none:none,structural,references,system,SYS_REF_REC_PAR_002,part,part_id,,,,,fk_declared,
395,receiving:part_id:structural:system:references:SYS_REF_REC_PAR_003,manufacturing_graph_edge/receiving:part_id:structural:system:references:SYS_REF_REC_PAR_003,manufacturing_graph_node/receiving:part_id:structural:system:none:none,manufacturing_graph_node/work_order:part_id:structural:system:none:none,structural,references,system,SYS_REF_REC_PAR_003,work_order,part_id,,,,,fk_declared,
396,receiving:po_id:structural:system:references:SYS_REF_REC_POI_001,manufacturing_graph_edge/receiving:po_id:structural:system:references:SYS_REF_REC_POI_001,manufacturing_graph_node/receiving:po_id:structural:system:none:none,manufacturing_graph_node/purchase_order:po_id:structural:system:none:none,structural,references,system,SYS_REF_REC_POI_001,purchase_order,po_id,,,,,fk_declared,
397,receiving:receipt_id:structural:system:references:SYS_REF_REC_REC_001,manufacturing_graph_edge/receiving:receipt_id:structural:system:references:SYS_REF_REC_REC_001,manufacturing_graph_node/receiving:receipt_id:structural:system:none:none,manufacturing_graph_node/receiving_line:receipt_id:structural:system:none:none,structural,references,system,SYS_REF_REC_REC_001,receiving_line,receipt_id,,,,,fk_declared,
398,receiving:supplier_id:structural:system:references:SYS_REF_REC_SUP_001,manufacturing_graph_edge/receiving:supplier_id:structural:system:references:SYS_REF_REC_SUP_001,manufacturing_graph_node/receiving:supplier_id:structural:system:none:none,manufacturing_graph_node/suppliers:supplier_id:structural:system:none:none,structural,references,system,SYS_REF_REC_SUP_001,suppliers,supplier_id,,,,,fk_declared,
399,receiving_line:part_id:structural:system:references:SYS_REF_REC_PAR_004,manufacturing_graph_edge/receiving_line:part_id:structural:system:references:SYS_REF_REC_PAR_004,manufacturing_graph_node/receiving_line:part_id:structural:system:none:none,manufacturing_graph_node/part:part_id:structural:system:none:none,structural,references,system,SYS_REF_REC_PAR_004,part,part_id,,,,,fk_declared,
400,receiving_line:po_line_id:structural:system:references:SYS_REF_REC_POL_001,manufacturing_graph_edge/receiving_line:po_line_id:structural:system:references:SYS_REF_REC_POL_001,manufacturing_graph_node/receiving_line:po_line_id:structural:system:none:none,manufacturing_graph_node/po_line:line_id:structural:system:none:none,structural,references,system,SYS_REF_REC_POL_001,po_line,line_id,,,,,fk_declared,
401,receiving_line:receipt_id:structural:system:references:SYS_REF_REC_REC_002,manufacturing_graph_edge/receiving_line:receipt_id:structural:system:references:SYS_REF_REC_REC_002,manufacturing_graph_node/receiving_line:receipt_id:structural:system:none:none,manufacturing_graph_node/receiving:receipt_id:structural:system:none:none,structural,references,system,SYS_REF_REC_REC_002,receiving,receipt_id,,,,,fk_declared,
402,requirement:material_part_id:structural:system:references:SYS_REF_REQ_MAT_001,manufacturing_graph_edge/requirement:material_part_id:structural:system:references:SYS_REF_REQ_MAT_001,manufacturing_graph_node/requirement:material_part_id:structural:system:none:none,manufacturing_graph_node/part:part_id:structural:system:none:none,structural,references,system,SYS_REF_REQ_MAT_001,part,part_id,,,,,fk_declared,
403,requirement:operation_rowid:structural:system:references:SYS_REF_REQ_OPE_001,manufacturing_graph_edge/requirement:operation_rowid:structural:system:references:SYS_REF_REQ_OPE_001,manufacturing_graph_node/requirement:operation_rowid:structural:system:none:none,manufacturing_graph_node/operation:rowid_pk:structural:system:none:none,structural,references,system,SYS_REF_REQ_OPE_001,operation,rowid_pk,,,,,fk_declared,
404,trace:part_id:structural:system:references:SYS_REF_TRA_PAR_001,manufacturing_graph_edge/trace:part_id:structural:system:references:SYS_REF_TRA_PAR_001,manufacturing_graph_node/trace:part_id:structural:system:none:none,manufacturing_graph_node/part:part_id:structural:system:none:none,structural,references,system,SYS_REF_TRA_PAR_001,part,part_id,,,,,fk_declared,
